Player;Role;Team;Opponent Team;Opponent Player;Date;Round;Day;Patch;Stage;No Game;all Games;Format;Game of day;Side;Time;Ban;Ban Opponent;Pick;Pick Opponent;Champion;Champion Opponent;Outcome;Kills Team;Turrets Team;Dragon Team;Baron Team;Level;Kills;Deaths;Assists;KDA;CS;CS in Teams Jungle;CS in Enemy Jungle;CSM;Golds;GPM;GOLD%;Vision Score;Wards placed;Wards destroyed;Control Wards Purchased;Detector Wards Placed;VSPM;WPM;VWPM;WCPM;VS%;Total damage to Champion;Physical Damage;Magic Damage;True Damage;DPM;DMG%;K+A Per Minute;KP%;Solo kills;Double kills;Triple kills;Quadra kills;Penta kills;GD@15;CSD@15;XPD@15;LVLD@15;Objectives Stolen;Damage dealt to turrets;Damage dealt to buildings;Total heal;Total Heals On Teammates;Damage self mitigated;Total Damage Shielded On Teammates;Time ccing others;Total Time CC Dealt;Total damage taken;Total Time Spent Dead;Consumables purchased;Items Purchased;Shutdown bounty collected;Shutdown bounty lost
Impact;TOP;TL;GAM;Kiaya;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;4;Blue;00:35:41;Yone;Skarner;Aurora;Jax;Aurora;Jax;Loss;8;4;2;1;15;3;5;3;1.2;193;0;0;5.4;12088;339;0.195;49;17;8;9;9;1.37;0.48;0.25;0.22;0.146;20646;1144;19502;0;579;0.28;0.17;0.75;0;1;0;0;0;-1514;-15;-908;-1;0;2656;2656;3976;0;13557;0;7;215;25057;186;11;29;400;50
UmTi;JUNGLE;TL;GAM;Levi;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;4;Blue;00:35:41;Shyvana;Ziggs;Ezreal;Ashe;Maokai;Vi;Loss;8;4;2;1;15;0;3;6;2;164;144;0;4.6;10131;284;0.164;58;13;14;12;12;1.63;0.36;0.34;0.39;0.173;8702;675;7867;160;244;0.118;0.17;0.75;0;0;0;0;0;-1387;-20;-949;-1;0;304;304;21272;0;42446;833;57;543;33767;60;13;33;0;0
APA;MID;TL;GAM;Emo;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;4;Blue;00:35:41;Nocturne;Kaisa;Rell;Braum;Tristana;Orianna;Loss;8;4;2;1;18;1;6;2;0.5;336;16;0;9.4;14307;401;0.231;63;18;14;6;6;1.77;0.5;0.17;0.39;0.188;13916;12357;1559;0;390;0.189;0.08;0.375;0;0;0;0;0;-686;-8;-526;-1;0;3638;3638;5321;0;13431;0;2;70;24759;195;7;23;0;50
Yeon;ADCARRY;TL;GAM;EasyLove;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;4;Blue;00:35:41;Wukong;KSante;Tristana;Vi;Ezreal;Ashe;Loss;8;4;2;1;18;3;3;3;2;364;22;0;10.2;16407;460;0.265;42;14;12;6;5;1.18;0.39;0.17;0.34;0.125;25651;16461;9122;68;719;0.348;0.17;0.75;0;1;0;0;0;-76;-6;335;0;0;7226;7226;4531;0;13973;0;0;51;14222;65;7;26;600;250
CoreJJ;SUPPORT;TL;GAM;Elio;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;4;Blue;00:35:41;Sylas;Gnar;Maokai;Orianna;Rell;Braum;Loss;8;4;2;1;12;1;4;7;2;33;0;0;0.9;8948;251;0.145;124;53;17;16;16;3.48;1.49;0.45;0.48;0.369;4895;619;3315;961;137;0.066;0.22;1;0;0;0;0;0;319;-5;-746;-1;0;2862;2862;413;0;16184;0;29;60;12749;78;18;30;50;0
Kiaya;TOP;GAM;TL;Impact;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;4;Red;00:35:41;Skarner;Yone;Jax;Aurora;Jax;Aurora;Win;21;9;3;0;18;8;1;5;13;293;7;0;8.2;16030;449;0.234;52;25;11;13;13;1.46;0.7;0.36;0.31;0.154;20957;12569;7976;412;587;0.283;0.36;0.619;2;0;0;0;0;1514;15;908;1;0;15533;15533;6637;0;31944;0;17;698;28801;10;15;37;300;0
Levi;JUNGLE;GAM;TL;UmTi;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;4;Red;00:35:41;Ziggs;Shyvana;Ashe;Ezreal;Vi;Maokai;Win;21;9;3;0;17;5;2;9;7;246;217;0;6.9;14076;394;0.205;60;12;16;11;11;1.68;0.34;0.31;0.45;0.178;17801;16469;106;1226;499;0.24;0.39;0.667;1;0;0;0;0;1387;20;949;1;0;2181;2181;19878;0;51175;0;29;417;37287;96;12;26;0;150
Emo;MID;GAM;TL;APA;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;4;Red;00:35:41;Kaisa;Nocturne;Braum;Rell;Orianna;Tristana;Win;21;9;3;0;18;4;1;8;12;326;20;0;9.1;15384;431;0.224;61;23;9;10;10;1.71;0.64;0.28;0.25;0.18;15396;599;14725;72;431;0.208;0.34;0.571;0;0;0;0;0;686;8;526;1;0;3796;3796;3914;1536;10586;1441;16;476;10002;56;12;32;50;450
EasyLove;ADCARRY;GAM;TL;Yeon;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;4;Red;00:35:41;KSante;Wukong;Vi;Tristana;Ashe;Ezreal;Win;21;9;3;0;16;4;2;5;4.5;320;13;0;9;14743;413;0.215;44;16;10;5;5;1.23;0.45;0.14;0.28;0.13;15354;13565;1623;166;430;0.207;0.25;0.429;1;0;0;0;0;76;6;-335;0;0;6238;6238;5164;0;8823;0;35;1062;16284;93;6;22;0;450
Elio;SUPPORT;GAM;TL;CoreJJ;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;4;Red;00:35:41;Gnar;Sylas;Orianna;Maokai;Braum;Rell;Win;21;9;3;0;13;0;2;10;5;44;0;0;1.2;8309;233;0.121;121;70;11;19;19;3.39;1.96;0.53;0.31;0.358;4592;490;3448;654;129;0.062;0.28;0.476;0;0;0;0;0;-319;5;746;1;0;2341;2341;2715;0;16712;2383;25;150;14611;48;21;38;0;0
Impact;TOP;TL;GAM;Kiaya;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;5;Blue;00:24:22;Yone;Skarner;Nocturne;Orianna;Renekton;Gnar;Win;21;11;3;1;15;2;0;11;Perfect_KDA;208;0;0;8.5;11032;453;0.2;19;7;3;3;3;0.78;0.29;0.12;0.12;0.094;12663;9704;2863;96;520;0.233;0.53;0.619;0;0;0;0;0;1156;14;1069;1;0;7336;7336;7745;0;20358;0;14;113;20235;0;6;24;0;0
UmTi;JUNGLE;TL;GAM;Levi;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;5;Blue;00:24:22;Shyvana;Ziggs;Neeko;Ashe;Nocturne;Vi;Win;21;11;3;1;16;8;0;6;Perfect_KDA;213;171;0;8.7;11594;476;0.21;40;21;4;8;8;1.64;0.86;0.33;0.16;0.197;11635;10321;958;356;477;0.214;0.57;0.667;1;0;0;0;0;1847;26;1418;1;0;3475;3475;21080;0;20195;0;85;435;28271;0;10;24;0;0
APA;MID;TL;GAM;Emo;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;5;Blue;00:24:22;Aurora;Jax;Kaisa;Braum;Neeko;Orianna;Win;21;11;3;1;14;3;2;9;6;197;0;0;8.1;11434;469;0.207;27;8;5;3;3;1.11;0.33;0.12;0.21;0.133;13926;427;13424;75;572;0.256;0.49;0.571;0;0;0;0;0;1315;-2;353;1;0;9913;9913;359;0;5904;0;26;154;9952;62;7;21;0;100
Yeon;ADCARRY;TL;GAM;EasyLove;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;5;Blue;00:24:22;Kindred;Rell;Rakan;Gnar;Kaisa;Ashe;Win;21;11;3;1;15;6;0;7;Perfect_KDA;260;32;0;10.7;13462;552;0.244;23;12;6;4;4;0.94;0.49;0.16;0.25;0.113;12261;6132;6071;58;503;0.225;0.53;0.619;0;2;0;0;0;1383;15;861;1;0;7216;7216;3649;0;5415;0;1;85;8682;0;5;21;0;0
CoreJJ;SUPPORT;TL;GAM;Elio;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;5;Blue;00:24:22;Wukong;Leona;Renekton;Vi;Rakan;Braum;Win;21;11;3;1;11;2;0;15;Perfect_KDA;17;0;0;0.7;7664;315;0.139;94;48;10;9;9;3.86;1.97;0.37;0.41;0.463;3969;944;2719;306;163;0.073;0.7;0.81;0;0;0;0;0;549;-15;-913;-1;0;4024;4024;4378;1668;9508;2063;21;59;7656;0;12;27;0;0
Kiaya;TOP;GAM;TL;Impact;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;5;Red;00:24:22;Skarner;Yone;Orianna;Nocturne;Gnar;Renekton;Loss;2;1;0;0;13;0;4;1;0.3;194;4;0;8;7709;316;0.208;24;10;6;3;3;0.98;0.41;0.12;0.25;0.157;13389;11204;2185;0;549;0.351;0.04;0.5;0;0;0;0;0;-1156;-14;-1069;-1;0;0;0;1348;103;10153;0;19;258;15593;113;4;18;0;0
Levi;JUNGLE;GAM;TL;UmTi;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;5;Red;00:24:22;Ziggs;Shyvana;Ashe;Neeko;Vi;Nocturne;Loss;2;1;0;0;11;0;6;0;0;136;112;0;5.6;6734;276;0.182;35;4;16;4;3;1.44;0.16;0.16;0.66;0.229;5613;5268;109;236;230;0.147;0;0;0;0;0;0;0;-1847;-26;-1418;-1;0;0;0;6543;0;19190;0;14;254;20028;120;5;20;0;0
Emo;MID;GAM;TL;APA;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;5;Red;00:24:22;Jax;Aurora;Braum;Kaisa;Orianna;Neeko;Loss;2;1;0;0;14;2;4;0;0.5;221;0;0;9.1;9180;377;0.248;18;7;3;2;1;0.74;0.29;0.08;0.12;0.118;6661;337;6324;0;273;0.175;0.08;1;0;0;0;0;0;-1315;2;-353;-1;0;3344;3344;657;0;8537;394;10;257;11331;89;4;20;100;0
EasyLove;ADCARRY;GAM;TL;Yeon;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;5;Red;00:24:22;Rell;Kindred;Gnar;Rakan;Ashe;Kaisa;Loss;2;1;0;0;12;0;4;2;0.5;221;0;0;9.1;8386;344;0.227;20;8;3;1;1;0.82;0.33;0.04;0.12;0.131;7699;6934;765;0;316;0.202;0.08;1;0;0;0;0;0;-1383;-15;-861;-1;0;482;482;983;0;4587;0;32;583;9607;74;2;20;0;0
Elio;SUPPORT;GAM;TL;CoreJJ;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;5;Red;00:24:22;Leona;Wukong;Vi;Renekton;Braum;Rakan;Loss;2;1;0;0;11;0;3;1;0.3;29;0;0;1.2;5007;205;0.135;56;33;7;8;8;2.3;1.35;0.33;0.29;0.366;4733;394;3855;484;194;0.124;0.04;0.5;0;0;0;0;0;-549;15;913;1;0;0;0;157;0;11904;592;24;155;12814;59;10;21;0;0
Kiaya;TOP;GAM;TL;Impact;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;6;Blue;00:28:35;Skarner;Shyvana;Jax;KSante;Jax;KSante;Loss;6;2;0;0;14;0;4;2;0.5;228;8;0;8;9487;332;0.208;19;11;2;5;3;0.66;0.38;0.17;0.07;0.109;16361;7588;8773;0;572;0.288;0.07;0.333;0;0;0;0;0;-39;9;-376;-1;0;5689;5689;5450;0;28953;0;19;133;34284;124;6;21;0;0
Levi;JUNGLE;GAM;TL;UmTi;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;6;Blue;00:28:35;Ziggs;Aurora;Wukong;Nocturne;Wukong;Nocturne;Loss;6;2;0;0;14;0;5;3;0.6;177;161;0;6.2;8673;303;0.19;26;3;9;2;2;0.91;0.1;0.07;0.31;0.149;8682;7395;865;422;304;0.153;0.1;0.5;0;0;0;0;0;-373;-12;-576;0;0;0;0;15802;0;30362;0;15;191;35377;103;3;17;0;0
Emo;MID;GAM;TL;APA;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;6;Blue;00:28:35;Kaisa;Yone;Akali;Neeko;Akali;Neeko;Loss;6;2;0;0;15;4;4;2;1.5;231;0;0;8.1;10742;376;0.236;31;8;14;6;5;1.08;0.28;0.21;0.49;0.177;12955;520;12435;0;453;0.228;0.21;1;0;1;0;0;0;-296;-14;-95;0;0;253;253;3493;0;13190;0;2;98;25075;103;7;24;300;50
EasyLove;ADCARRY;GAM;TL;Yeon;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;6;Blue;00:28:35;Kalista;Xayah;Jhin;Ezreal;Jhin;Ezreal;Loss;6;2;0;0;14;1;3;2;1;270;0;0;9.4;10433;365;0.229;18;10;8;4;4;0.63;0.35;0.14;0.28;0.103;12892;11340;1496;56;451;0.227;0.1;0.5;0;0;0;0;0;-261;2;-419;-1;0;288;288;1792;0;7996;0;27;108;13339;119;5;22;50;0
Elio;SUPPORT;GAM;TL;CoreJJ;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;6;Blue;00:28:35;Lucian;Miss_Fortune;Poppy;Rakan;Poppy;Rakan;Loss;6;2;0;0;11;1;2;1;1;55;2;0;1.9;6277;220;0.138;81;55;19;10;8;2.83;1.92;0.35;0.66;0.463;5961;4494;765;702;209;0.105;0.07;0.333;0;0;0;0;0;-923;15;37;0;0;0;0;1968;0;22167;1235;26;212;18099;30;14;28;0;0
Impact;TOP;TL;GAM;Kiaya;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;6;Red;00:28:35;Shyvana;Skarner;KSante;Jax;KSante;Jax;Win;18;9;4;1;16;5;0;7;Perfect_KDA;202;0;0;7.1;11187;391;0.196;23;10;2;5;3;0.8;0.35;0.17;0.07;0.081;21064;17608;2281;1175;737;0.215;0.42;0.667;0;0;0;0;0;39;-9;376;1;0;6359;6359;5684;0;34944;734;38;1938;22705;0;8;25;50;0
UmTi;JUNGLE;TL;GAM;Levi;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;6;Red;00:28:35;Aurora;Ziggs;Nocturne;Wukong;Nocturne;Wukong;Win;18;9;4;1;15;3;1;12;15;187;170;0;6.5;11346;397;0.199;58;21;12;7;7;2.03;0.73;0.24;0.42;0.205;13215;11684;1189;342;462;0.135;0.52;0.833;0;0;0;0;0;373;12;576;0;0;5246;5246;22998;0;28421;0;133;503;37452;42;8;23;0;100
APA;MID;TL;GAM;Emo;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;6;Red;00:28:35;Yone;Kaisa;Neeko;Akali;Neeko;Akali;Win;18;9;4;1;17;5;2;4;4.5;274;2;0;9.6;13164;461;0.231;35;17;3;6;6;1.22;0.59;0.21;0.1;0.124;22390;2146;19852;392;783;0.229;0.31;0.5;1;0;0;0;0;296;14;95;0;0;9175;9175;3063;1116;8250;0;42;289;13687;58;9;27;0;50
Yeon;ADCARRY;TL;GAM;EasyLove;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;6;Red;00:28:35;Xayah;Kalista;Ezreal;Jhin;Ezreal;Jhin;Win;18;9;4;1;16;2;1;11;13;278;12;0;9.7;12446;435;0.218;35;12;17;5;5;1.22;0.42;0.17;0.59;0.124;32785;22877;9400;508;1147;0.335;0.45;0.722;0;0;0;0;0;261;-2;419;1;0;2671;2671;4296;0;11273;0;2;75;13035;35;7;24;0;100
CoreJJ;SUPPORT;TL;GAM;Elio;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;6;Red;00:28:35;Miss_Fortune;Lucian;Rakan;Poppy;Rakan;Poppy;Win;18;9;4;1;13;3;2;13;8;32;0;0;1.1;8850;310;0.155;132;64;20;12;10;4.62;2.24;0.42;0.7;0.466;8492;1564;5978;950;297;0.087;0.56;0.889;0;0;0;0;0;923;-15;-37;0;0;1223;1223;6250;3234;21924;3048;37;131;10717;42;15;29;0;100
kingen;TOP;DK;WBG;Breathe;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;1;3;3;1;Blue;00:43:04;Ashe;Vi;Kalista;Orianna;Rumble;Jax;Win;20;10;4;2;18;4;2;12;8;299;28;0;6.9;16752;389;0.211;44;21;3;13;13;1.02;0.49;0.3;0.07;0.096;30128;418;29710;0;700;0.301;0.37;0.8;0;0;0;0;0;-831;10;-111;0;0;5735;5735;7021;3342;30045;0;13;328;21783;89;16;35;0;0
Lucid;JUNGLE;DK;WBG;Tarzan;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;1;3;3;1;Blue;00:43:04;Skarner;Gnar;LeBlanc;Nocturne;Lee_Sin;Nocturne;Win;20;10;4;2;17;3;4;10;3.3;228;195;0;5.3;14149;329;0.178;76;36;18;23;21;1.76;0.84;0.53;0.42;0.165;15566;13018;1910;638;361;0.156;0.3;0.65;0;0;0;0;0;417;14;909;1;0;1688;1688;33300;0;66103;957;21;551;56026;92;25;47;300;100
ShowMaker;MID;DK;WBG;xiaohu;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;1;3;3;1;Blue;00:43:04;Aurora;Yone;Renata_Glasc;Jax;LeBlanc;Orianna;Win;20;10;4;2;18;5;5;4;1.8;285;6;0;6.6;16445;382;0.207;80;31;19;15;13;1.86;0.72;0.35;0.44;0.174;26033;666;22423;2944;604;0.26;0.21;0.45;1;0;0;0;0;586;0;487;1;0;3269;3269;2171;0;18650;0;5;62;30607;248;19;41;650;100
Aiming;ADCARRY;DK;WBG;Light;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;1;3;3;1;Blue;00:43:04;Rell;KSante;Lee_Sin;Caitlyn;Kalista;Caitlyn;Win;20;10;4;2;18;8;2;8;8;407;29;0;9.5;20374;473;0.257;49;16;17;2;2;1.14;0.37;0.05;0.39;0.107;22741;14041;3214;5486;528;0.228;0.37;0.8;0;1;1;0;0;-898;-22;-365;-1;0;8585;8585;6135;0;25314;0;18;559;25691;115;6;30;200;850
Moham;SUPPORT;DK;WBG;Crisp;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;1;3;3;1;Blue;00:43:04;Rakan;Gragas;Rumble;Lux;Renata_Glasc;Lux;Win;20;10;4;2;16;0;3;19;6.3;54;0;0;1.3;11683;271;0.147;211;131;36;23;23;4.9;3.04;0.53;0.84;0.459;5475;944;3318;1213;127;0.055;0.44;0.95;0;0;0;0;0;-182;-6;-220;-1;0;3178;3178;5529;1663;30080;5071;15;240;26787;103;27;48;0;0
Breathe;TOP;WBG;DK;kingen;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;1;3;3;1;Red;00:43:04;Vi;Ashe;Orianna;Kalista;Jax;Rumble;Loss;16;6;3;0;18;6;3;1;2.3;310;39;0;7.2;17383;404;0.238;68;21;16;5;5;1.58;0.49;0.12;0.37;0.143;25451;11325;13044;1082;591;0.233;0.16;0.438;0;1;0;0;0;831;-10;111;0;0;8942;8942;8223;0;38844;0;19;288;35377;115;6;26;650;350
Tarzan;JUNGLE;WBG;DK;Lucid;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;1;3;3;1;Red;00:43:04;Gnar;Skarner;Nocturne;LeBlanc;Nocturne;Lee_Sin;Loss;16;6;3;0;16;1;6;10;1.8;206;168;0;4.8;11869;276;0.162;124;57;33;17;16;2.88;1.32;0.39;0.77;0.261;11056;8396;869;1791;257;0.101;0.26;0.688;0;0;0;0;0;-417;-14;-909;-1;0;0;0;21359;0;31409;0;181;645;45588;263;18;41;0;0
xiaohu;MID;WBG;DK;ShowMaker;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;1;3;3;1;Red;00:43:04;Yone;Aurora;Jax;Renata_Glasc;Orianna;LeBlanc;Loss;16;6;3;0;18;2;4;9;2.8;309;10;0;7.2;14160;329;0.194;50;21;20;8;7;1.16;0.49;0.19;0.46;0.105;22907;767;21722;418;532;0.209;0.26;0.688;0;0;0;0;0;-586;0;-487;-1;1;1580;1580;1357;0;17837;3015;25;392;18642;118;10;37;100;0
Light;ADCARRY;WBG;DK;Aiming;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;1;3;3;1;Red;00:43:04;KSante;Rell;Caitlyn;Lee_Sin;Caitlyn;Kalista;Loss;16;6;3;0;18;6;2;6;6;448;33;0;10.4;19458;452;0.266;80;15;33;4;4;1.86;0.35;0.09;0.77;0.168;32455;31013;576;866;754;0.297;0.28;0.75;0;1;0;0;0;898;22;365;1;0;6966;6966;7835;0;13521;0;22;178;16670;54;6;26;300;800
Crisp;SUPPORT;WBG;DK;Moham;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;1;3;3;1;Red;00:43:04;Gragas;Rakan;Lux;Rumble;Lux;Renata_Glasc;Loss;16;6;3;0;14;1;5;15;3.2;55;0;0;1.3;10295;239;0.141;154;84;28;28;24;3.58;1.95;0.65;0.65;0.324;17587;995;14475;2117;408;0.161;0.37;1;0;0;0;0;0;182;6;220;1;0;679;679;3696;1552;7806;2254;51;255;19403;143;31;51;0;0
Breathe;TOP;WBG;DK;kingen;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;2;3;3;2;Blue;00:29:54;Vi;Ashe;Yone;Aurora;Gnar;Camille;Win;15;10;4;1;16;4;0;8;Perfect_KDA;241;6;0;8.1;12729;426;0.219;56;18;10;7;7;1.87;0.6;0.23;0.33;0.2;14721;12666;1825;230;492;0.245;0.4;0.8;0;0;0;0;0;949;5;809;1;0;8957;8957;2684;0;12491;0;18;275;14576;0;8;27;0;0
Tarzan;JUNGLE;WBG;DK;Lucid;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;2;3;3;2;Blue;00:29:54;Kalista;Skarner;Ezreal;Nocturne;Brand;Nocturne;Win;15;10;4;1;15;1;1;11;12;203;183;0;6.8;11062;370;0.191;50;14;13;9;9;1.67;0.47;0.3;0.43;0.179;12534;639;11373;522;419;0.208;0.4;0.8;0;0;0;0;0;1116;17;838;1;1;3177;3177;14979;0;11753;0;12;365;23462;32;9;24;0;0
xiaohu;MID;WBG;DK;ShowMaker;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;2;3;3;2;Blue;00:29:54;LeBlanc;Sejuani;Gnar;Kaisa;Yone;Aurora;Win;15;10;4;1;16;6;1;6;12;254;28;0;8.5;13372;447;0.23;46;15;13;8;7;1.54;0.5;0.27;0.43;0.164;11668;8107;2226;1335;390;0.194;0.4;0.8;0;2;0;0;0;312;0;353;1;0;7945;7945;9486;0;22306;0;12;181;22477;35;11;28;100;0
Light;ADCARRY;WBG;DK;Aiming;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;2;3;3;2;Blue;00:29:54;Jax;Leona;Brand;Camille;Ezreal;Kaisa;Win;15;10;4;1;16;4;0;4;Perfect_KDA;289;14;0;9.7;13386;448;0.231;32;15;7;5;5;1.07;0.5;0.17;0.23;0.114;18033;11479;5900;654;603;0.3;0.27;0.533;0;2;0;0;0;25;-12;-615;0;0;3509;3509;2560;0;4657;0;2;92;6465;0;6;26;0;0
Crisp;SUPPORT;WBG;DK;Moham;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;2;3;3;2;Blue;00:29:54;Rell;Maokai;Alistar;Nautilus;Alistar;Nautilus;Win;15;10;4;1;12;0;2;12;6;32;0;0;1.1;7515;251;0.129;96;50;10;15;15;3.21;1.67;0.5;0.33;0.343;3200;245;2355;600;107;0.053;0.4;0.8;0;0;0;0;0;273;1;610;0;0;2946;2946;7611;4143;17939;1436;22;40;14349;36;17;31;0;0
kingen;TOP;DK;WBG;Breathe;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;2;3;3;2;Red;00:29:54;Ashe;Vi;Aurora;Yone;Camille;Gnar;Loss;4;2;0;0;15;0;3;0;0;250;0;0;8.4;10414;348;0.221;25;7;6;5;4;0.84;0.23;0.17;0.2;0.099;6930;5032;416;1482;232;0.158;0;0;0;0;0;0;0;-949;-5;-809;-1;0;6121;6121;2948;0;20405;0;11;248;21993;66;6;21;0;0
Lucid;JUNGLE;DK;WBG;Tarzan;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;2;3;3;2;Red;00:29:54;Skarner;Kalista;Nocturne;Ezreal;Nocturne;Brand;Loss;4;2;0;0;13;0;5;2;0.4;160;146;0;5.4;8345;279;0.177;50;24;9;15;14;1.67;0.8;0.5;0.3;0.198;5802;4274;322;1206;194;0.133;0.07;0.5;0;0;0;0;0;-1116;-17;-838;-1;0;0;0;16397;0;19108;0;94;468;33958;121;16;35;0;0
ShowMaker;MID;DK;WBG;xiaohu;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;2;3;3;2;Red;00:29:54;Sejuani;LeBlanc;Kaisa;Gnar;Aurora;Yone;Loss;4;2;0;0;14;1;3;2;1;206;9;0;6.9;9380;314;0.199;39;17;7;8;6;1.3;0.57;0.27;0.23;0.154;14155;1014;12365;776;473;0.324;0.1;0.75;0;0;0;0;0;-312;0;-353;-1;0;0;0;1432;0;7537;0;8;239;13791;112;11;23;0;0
Aiming;ADCARRY;DK;WBG;Light;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;2;3;3;2;Red;00:29:54;Leona;Jax;Camille;Brand;Kaisa;Ezreal;Loss;4;2;0;0;16;3;1;1;4;342;16;0;11.4;12905;432;0.273;38;13;11;4;4;1.27;0.43;0.13;0.37;0.15;12770;5112;7572;86;427;0.292;0.13;1;0;1;0;0;0;-25;12;615;0;0;955;955;2743;0;7021;0;0;90;9797;0;6;24;0;100
Moham;SUPPORT;DK;WBG;Crisp;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;2;3;3;2;Red;00:29:54;Maokai;Rell;Nautilus;Alistar;Nautilus;Alistar;Loss;4;2;0;0;9;0;3;3;1;31;0;0;1;6156;206;0.13;101;59;11;16;14;3.38;1.97;0.54;0.37;0.399;4093;751;2656;686;137;0.094;0.1;0.75;0;0;0;0;0;-273;-1;-610;0;0;0;0;1176;0;14325;645;28;157;11208;63;18;30;0;0
kingen;TOP;DK;WBG;Breathe;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;3;3;3;3;Blue;00:35:05;Skarner;LeBlanc;Yone;Ezreal;Gragas;Gnar;Loss;8;2;2;1;17;1;3;0;0.3;267;4;0;7.6;11292;322;0.197;24;10;3;6;6;0.68;0.29;0.17;0.09;0.086;9386;44;9342;0;268;0.189;0.03;0.125;0;0;0;0;0;-466;2;-34;0;0;1842;1842;7640;0;16001;0;15;480;19297;100;8;30;0;0
Lucid;JUNGLE;DK;WBG;Tarzan;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;3;3;3;3;Blue;00:35:05;Orianna;Kalista;Vi;Aurora;Vi;Morgana;Loss;8;2;2;1;15;2;5;2;0.8;191;176;0;5.4;10352;295;0.18;44;17;8;17;15;1.25;0.48;0.48;0.23;0.158;8012;7426;0;586;228;0.161;0.11;0.5;0;0;0;0;0;-633;-13;-1061;-1;1;0;0;14474;0;36323;0;14;221;35209;161;18;36;0;0
ShowMaker;MID;DK;WBG;xiaohu;13.10.2024;5;9;v14.18;Worlds_MainEvent_24;3;3;3;3;Blue;00:35:05;Renekton;Ziggs;Rell;Gnar;Yone;Aurora;Loss;8;2;2;1;17;0;3;6;2;315;16;0;9;12811;365;0.223;30;14;12;12;12;0.86;0.4;0.34;0.34;0.108;11080;7456;2436;1188;316;0.223;0.17;0.75;0;0;0;0;0;-615;14;-212;0;0;3035;3035;8277;0;24986;0;17;217;24146;52;15;34;0;50
